Id,Label,timeset,modularity_class,Degree
4385,exonerated,,1931,5
4386,exonerating,,2109,6
4387,exoneration,,2185,6
4388,exorbitant,,766,2
4389,expand,,161,3
4390,expanded,,883,3
4391,expanding,,161,3
4392,expands,,16,3
4393,expansion,,767,3
4394,expect,,768,2
4395,expectation,,2227,4
4396,expected,,729,6
4397,expecting,,769,4
4398,expects,,485,4
4399,expedia,,496,5
4400,expedite,,417,9
4401,expedited,,729,4
4402,expedition,,2120,4
4403,expenditure,,161,5
4404,expense,,16,3
4405,expensive,,770,2
4406,experience,,120,3
4407,experienced,,1800,4
4408,experiencing,,119,4
4409,experimental,,2120,6
4410,expert,,771,2
4411,expertise,,1907,5
4412,expired,,1951,8
4413,explain,,772,2
4414,explained,,451,3
4415,explaining,,773,2
4416,explains,,120,3
4417,explanation,,774,2
4418,explode,,1969,8
4419,exploded,,775,3
4420,explodes,,417,6
4421,exploratory,,2128,6
4422,explore,,147,8
4423,explorer,,1862,7
4424,explores,,2063,4
4425,exploring,,184,6
4426,expo,,2017,4
4427,export,,3,7
4428,exporter,,517,6
4429,expose,,776,3
4430,exposed,,777,2
4431,exposing,,1862,4
4432,exppd,,2251,3
4433,express,,71,5
4434,expressed,,1862,6
4435,expression,,1855,5
4436,expressly,,849,6
4437,exquisite,,840,6
4438,extend,,2235,4
4439,extended,,859,4
4440,extending,,888,5
4441,extension,,849,5
4442,extent,,2227,9
4443,extinct,,236,11
4444,extinction,,159,3
4445,extort,,485,4
4446,extortion,,778,2
4447,extra,,779,2
4448,extract,,95,6
4449,extraordinarily,,2056,5
4450,extraordinary,,780,2
4451,extratv,,167,3
4452,extreme,,781,3
4453,extremely,,782,2
4454,extremism,,2072,8
4455,extremist,,2072,10
4456,exxon,,1969,5
4457,exxonmobil,,184,4
4458,eye,,505,5
4459,eyed,,75,5
4460,eyeliner,,883,5
4461,eyesore,,1907,6
4462,ezt,,517,4
4463,fab,,417,6
4464,fabiolasellsnj,,496,3
4465,fabled,,144,7
4466,fabric,,1967,4
4467,fabricate,,2072,3
4468,fabricated,,783,2
4469,fabricating,,75,9
4470,fabrication,,2064,4
4471,fabulous,,784,3
4472,face,,840,3
4473,facebook,,120,4
4474,faced,,95,4
4475,facet,,150,5
4476,facethenation,,487,4
4477,facilitate,,1907,7
4478,facility,,785,2
4479,facing,,1129,3
4480,fackinpeter,,786,2
4481,fact,,787,2
4482,factor,,788,3
4483,factory,,467,4
4484,factual,,485,7
4485,fade,,521,4
4486,fading,,2227,4
4487,fahntastic,,159,6
4488,fail,,893,3
4489,failed,,849,3
4490,failing,,188,3
4491,fails,,16,4
4492,failure,,893,4
4493,fair,,496,5
4494,fairer,,71,3
4495,fairground,,521,6
4496,fairly,,302,6
4497,fairness,,849,3
4498,fairway,,2128,11
4499,fairy,,487,5
4500,fairytale,,1969,12
4501,faith,,1967,3
4502,faithandfreedom,,840,4
4503,faithful,,159,4
4504,fake,,71,6
4505,fakenews,,2129,5
4506,faker,,690,7
4507,fakeskiteam,,2064,4
4508,fakih,,58,5
4509,faldo,,392,7
4510,fall,,119,3
4511,fallen,,789,2
4512,falling,,2072,7
4513,fallon,,95,7
4514,fallontonight,,189,4
4515,fallout,,2185,4
4516,false,,2064,4
4517,falsely,,3,3
4518,falsify,,2207,7
4519,falter,,790,2
4520,falwell,,2207,6
4521,fam,,278,4
4522,fame,,496,15
4523,famed,,521,11
4524,famer,,120,8
4525,familiar,,600,5
4526,family,,1862,3
4527,famous,,791,2
4528,famously,,236,10
4529,fan,,130,3
4530,fannie,,505,5
4531,fanofgreenmms,,2227,5
4532,fantastic,,792,2
4533,fantastically,,600,3
4534,fantasy,,1931,4
4535,far,,793,2
4536,farage,,794,5
4537,farber,,189,5
4538,farce,,416,6
4539,fare,,2051,8
4540,fargo,,119,5
4541,farm,,1907,5
4542,farmer,,417,6
4543,farming,,2109,9
4544,farmland,,2178,6
4545,farrell,,149,5
4546,farther,,1958,5
4547,fascinating,,893,5
4548,fashion,,795,2
4549,fashioned,,417,4
4550,faso,,2185,3
4551,fast,,875,3
4552,faster,,796,2
4553,fastest,,1967,4
4554,fastfranky,,2191,7
4555,fat,,119,3
4556,fatal,,893,7
4557,fate,,1602,8
4558,father,,98,3
4559,fatrotty,,21,3
4560,fault,,893,3
4561,faulty,,392,4
4562,fav,,1967,5
4563,fave,,797,2
4564,favor,,798,2
4565,favorability,,2231,3
4566,favorite,,130,4
4567,favourite,,130,3
4568,favreau,,188,3
4569,favs,,1958,5
4570,fawning,,799,2
4571,fayetteville,,119,10
4572,fazio,,521,9
4573,fbi,,2185,10
4574,fcc,,888,5
4575,fda,,1931,5
4576,fdn,,2157,13
4577,fdr,,1129,6
4578,fear,,70,3
4579,feared,,161,4
4580,fearful,,729,6
4581,fearless,,517,8
4582,feat,,311,3
4583,feature,,2128,6
4584,featured,,111,6
4585,featuring,,600,5
4586,feb,,417,4
4587,february,,800,2
4588,fec,,584,4
4589,fed,,3,9
4590,federal,,3,4
4591,federalist,,2178,14
4592,fedex,,416,5
4593,fee,,1800,6
4594,feed,,161,4
4595,feedback,,1967,3
4596,feeding,,2109,6
4597,feel,,801,2
4598,feeling,,802,2
4599,fehertwit,,1967,5
4600,feinstein,,584,7
4601,felix,,236,8
4602,felixnunez,,2191,4
4603,fell,,803,2
4604,fellow,,1711,5
4605,felon,,111,6
4606,felony,,111,10
4607,felt,,804,2
4608,fema,,111,6
4609,female,,888,3
4610,fence,,422,4
4611,fendi,,181,9
4612,fenitaayu,,417,4
4613,fentanyl,,1951,8
4614,fenway,,1022,6
4615,ferguson,,144,4
4616,ferocious,,805,2
4617,ferrara,,2227,4
4618,ferry,,16,10
4619,ferrypoint,,2056,8
4620,fest,,417,5
4621,festival,,1711,9
4622,fetched,,1855,5
4623,feud,,120,8
4624,fewer,,517,3
4625,ff,,806,2
4626,ffc,,71,4
4627,ffweekend,,505,4
4628,fi,,16,6
4629,fiasco,,1862,3
4630,fiat,,485,10
4631,fiction,,190,8
4632,fictional,,1907,4
4633,fictitious,,496,6
4634,field,,807,2
4635,fierce,,278,4
4636,fiercely,,1129,4
4637,fifth,,1129,5
4638,fifty,,849,4
4639,fight,,808,2
4640,fighter,,236,7
4641,fighting,,809,2
4642,figure,,810,2
4643,figured,,2056,5
4644,file,,28,4
4645,filed,,584,4
4646,filibuster,,58,6
4647,filing,,149,4
4648,fill,,3,3
4649,filled,,184,8
4650,filling,,2207,5
4651,film,,893,5
4652,filmed,,111,3
4653,filming,,181,4
4654,filmmaker,,2227,5
4655,filter,,144,4
4656,filthy,,485,4
4657,final,,149,3
4658,finale,,849,4
4659,finalist,,71,3
4660,finalizes,,1129,7
4661,finally,,1956,5
4662,finance,,811,2
4663,financed,,1800,5
4664,financeturd,,120,3
4665,financial,,812,2
4666,financially,,2072,8
4667,financials,,813,2
4668,financing,,28,4
4669,find,,814,2
4670,finder,,2227,3
4671,finding,,815,2
4672,fine,,816,2
4673,fined,,1907,9
4674,finest,,817,2
4675,finestgolfholes,,818,3
4676,finger,,2129,8
4677,finish,,600,3
4678,finished,,819,2
4679,finishing,,1969,3
4680,finland,,95,9
4681,fionacarterr,,517,5
4682,fiorina,,2231,7
4683,firdousalidr,,2235,5
4684,fire,,820,3
4685,fired,,505,3
4686,firefighter,,111,6
4687,fireman,,2227,5
4688,firework,,278,5
4689,firing,,821,2
4690,firm,,2060,3
4691,firmly,,1951,5
4692,first,,111,3
4693,firststepact,,71,5
4694,fisa,,2109,7
4695,fiscal,,58,6
4696,fiscally,,690,4
4697,fischer,,517,4
4698,fish,,1711,4
4699,fishing,,2120,3
4700,fist,,2056,3
4701,fit,,822,2
4702,fitn,,98,8
4703,fitness,,161,6
4704,fitnsummit,,2017,4
4705,fitsnews,,422,5
4706,fitting,,2191,4
4707,fitton,,149,5
4708,fitzgerald,,149,3
4709,fiu,,181,5
4710,five,,2063,4
4711,fix,,823,2
4712,fixed,,824,2
4713,fixing,,825,2
4714,fktrey,,2063,4
4715,fl,,1711,3
4716,fla,,1022,7
4717,flag,,58,6
4718,flagship,,2063,5
4719,flailing,,1855,4
4720,flake,,106,6
4721,flame,,278,5
4722,flash,,167,6
4723,flashback,,826,2
4724,flashbackfriday,,106,3
4725,flat,,302,3
4726,flattered,,161,5
4727,flattery,,111,5
4728,flawed,,505,5
4729,flawless,,2081,6
4730,fled,,181,4
4731,flee,,2056,6
4732,fleeing,,827,2
4733,fleet,,1888,5
4734,fletcher,,98,4
4735,flew,,111,6
4736,flexibility,,2060,3
4737,flexible,,2227,8
4738,flexibly,,2129,6
4739,flgovscott,,1855,7
4740,flicka,,828,3
4741,flight,,159,4
4742,flightaj,,829,2
4743,flip,,190,4
4744,flipped,,236,5
4745,flipping,,150,4
4746,flood,,167,8
4747,flooding,,2017,7
4748,floor,,311,9
4749,flop,,830,3
4750,florence,,417,4
4751,florianooke,,883,8
4752,florida,,1022,8
4753,floridian,,103,7
4754,flotus,,859,5
4755,flourish,,505,5
4756,flow,,831,2
4757,flower,,120,4
4758,flowing,,2157,4
4759,flown,,58,8
4760,floyd,,1855,5
4761,floydmayweather,,1855,4
4762,flu,,2120,7
4763,fluid,,2060,3
4764,flunky,,2185,3
4765,fly,,832,2
4766,flyer,,833,3
4767,flying,,834,2
4768,flynn,,2178,5
4769,flyosubuckeye,,70,3
4770,flyover,,95,5
4771,fm,,2157,7
4772,fmr,,147,8
4773,fns,,849,5
4774,fo,,2036,5
4775,focus,,835,2
4776,focused,,2129,5
4777,focusing,,373,3
4778,foe,,236,9
4779,foil,,2056,5
4780,foiled,,71,4
4781,fold,,836,2
4782,folding,,1800,5
4783,foley,,600,16
4784,folk,,837,2
4785,follow,,2109,4
4786,followed,,838,2
4787,follower,,690,5
4788,following,,839,2
4789,follows,,505,5
4790,followthemoney,,189,3
4791,followturkey,,840,8
4792,food,,496,6
4793,fool,,841,2
4794,fooled,,2060,4
4795,foolish,,2191,3
4796,foolishly,,842,2
4797,foolishness,,859,7
4798,foot,,843,2
4799,footage,,416,11
4800,football,,521,3
4801,footballguru,,844,4
4802,footprint,,1907,3
4803,foramerica,,58,6
4804,forbes,,1967,6
4805,forbesinspector,,2063,13
4806,forbidden,,2155,9
4807,force,,467,4
4808,forced,,845,2
4809,forcefully,,188,9
4810,forcing,,58,5
4811,ford,,893,9
4812,forecast,,1931,4
4813,foreclosure,,149,5
4814,forefather,,1967,8
4815,foreign,,846,2
4816,foreigner,,70,4
4817,foremost,,496,3
4818,forensic,,487,3
4819,foreperson,,144,13
4820,foreseeable,,144,4
4821,foresight,,278,3
4822,forest,,883,7
4823,foresta,,840,4
4824,forever,,1958,3
4825,forevermcin,,847,2
4826,forewoman,,2251,10
4827,forexboxusd,,2207,3
4828,forge,,888,7
4829,forged,,144,4
4830,forgery,,888,8
4831,forget,,848,2
4832,forgets,,849,6
4833,forgetting,,849,5
4834,forging,,2109,9
4835,forgive,,181,5
4836,forgiven,,2178,5
4837,forgiveness,,496,7
4838,forgot,,2227,3
4839,forgotten,,850,2
4840,form,,487,3
4841,formal,,2185,11
4842,formally,,119,4
4843,format,,1022,4
4844,formation,,16,5
4845,formed,,851,2
4846,former,,600,3
4847,formerly,,58,5
4848,formidable,,120,4
4849,forming,,2120,4
4850,formula,,521,3
4851,forq,,16,9
4852,fort,,2235,6
4853,forth,,1129,3
4854,forthcoming,,2063,5
4855,forthright,,2017,6
4856,fortitude,,521,5
4857,fortunate,,2227,5
4858,fortunately,,852,2
4859,fortune,,853,2
4860,fortunemagazine,,893,5
4861,forty,,854,2
4862,forum,,584,3
4863,forward,,130,6
4864,foster,,311,6
4865,fot,,2155,6
4866,fought,,855,2
4867,foul,,28,6
4868,found,,856,2
4869,foundation,,857,2
4870,foundational,,1888,6
4871,founded,,1888,5
4872,founder,,485,3
4873,founding,,70,4
4874,four,,858,2
4875,fournier,,1022,4
4876,fourth,,111,3
4877,fox,,2051,4
4878,foxandfriends,,2056,6
4879,foxbusiness,,1304,3
4880,foxconn,,189,7
4881,foxesba,,416,5
4882,foxesden,,302,3
4883,foxnation,,422,9
4884,foxnews,,2157,4
4885,foxnewsinsider,,690,4
4886,foxnewslatino,,690,4
4887,foxnewspolitics,,2227,4
4888,foxnewssunday,,849,4
4889,foxsports,,392,4
4890,fpatterson,,392,4
4891,fr,,2056,3
4892,frack,,521,3
4893,fracking,,58,5
4894,fraction,,28,3
4895,fracturing,,58,6
4896,fragile,,311,3
4897,fragrance,,1967,7
4898,frame,,161,7
4899,framed,,95,3
4900,fran,,1969,5
4901,francaselles,,1145,4
4902,france,,859,7
4903,franchise,,1711,3
4904,francis,,517,9
4905,francisco,,1969,10
4906,franco,,2063,5
4907,frank,,1022,6
4908,frankadgpr,,98,3
4909,frankcaliendo,,849,7
4910,frankdimauro,,860,2
4911,frankgaffney,,416,5
4912,franklin,,2227,5
4913,frankluntz,,167,3
4914,frankly,,861,2
4915,frankmdavisjr,,862,2
4916,frankness,,159,5
4917,frankpro,,1711,3
4918,franmfarber,,1956,4
4919,frannyfine,,167,5
4920,frantically,,2064,7
4921,fraternal,,2128,9
4922,fraud,,1855,3
4923,fraudnewscnn,,2129,3
4924,fraudster,,188,4
4925,fraudulent,,863,2
4926,fraudulently,,75,11
4927,fraz,,2128,5
4928,frazier,,2178,7
4929,freak,,302,8
4930,freaking,,1907,9
4931,fred,,98,6
4932,freddie,,505,5
4933,fredo,,2178,5
4934,free,,864,2
4935,freed,,95,7
4936,freedom,,865,2
4937,freedomlives,,2109,4
4938,freely,,2155,5
4939,freeman,,2185,6
4940,freeourmarine,,2129,10
4941,freerocky,,302,9
4942,freestateyank,,28,4
4943,freeze,,119,7
4944,freezing,,119,16
4945,freidawashingt,,866,2
4946,french,,859,6
4947,frequent,,2017,4
4948,frequently,,111,8
4949,fresh,,485,5
4950,freshman,,2235,4
4951,frey,,98,6
4952,fri,,98,9
4953,friday,,867,2
4954,fried,,496,4
4955,friedman,,584,9
4956,friend,,1071,3
4957,friendly,,2207,3
4958,friendship,,868,2
4959,frightening,,1958,7
4960,frisk,,2235,6
4961,frisked,,95,7
4962,frivolous,,302,6
4963,frobbedrickson,,869,2
4964,fromjoachimyou,,870,2
4965,front,,144,4
4966,fronting,,2128,7
4967,frontman,,28,9
4968,frontrunner,,2120,7
4969,frost,,2063,3
4970,frozen,,849,5
4971,fruition,,190,4
4972,frumpy,,16,6
4973,frustrated,,188,4
4974,frustration,,584,11
4975,fry,,1711,6
4976,ft,,1800,6
4977,fubaglady,,487,5
4978,fuck,,311,4
4979,fucked,,888,5
4980,fucking,,1022,6
4981,fud,,16,6
4982,fuel,,28,3
4983,fueled,,1022,6
4984,fulfill,,144,5
4985,fulfilled,,95,5
4986,fulfilling,,1951,5
4987,full,,729,3
4988,fully,,144,3
4989,fumbling,,416,10
4990,fuming,,75,7
4991,fun,,167,3
4992,function,,2072,4
4993,functioning,,600,6
4994,fund,,2051,5
4995,fundamental,,149,3
4996,fundamentally,,2128,4
4997,fundanything,,1800,6
4998,funded,,871,2
4999,funding,,2207,4
5000,fundraise,,103,4
5001,fundraiser,,75,3
5002,fundraises,,872,2
5003,fundraising,,98,3
5004,funeral,,873,2
5005,funnier,,467,9
5006,funniest,,2036,8
5007,funny,,874,2
5008,furious,,875,3
5009,furniture,,1951,5
5010,fusion,,2109,12
5011,fuss,,840,7
5012,future,,144,4
5013,futureicon,,1969,6
5014,futuristichub,,876,2
5015,fven,,302,11
5016,fwd,,2056,5
5017,fyi,,161,6
5018,ga,,487,4
5019,gabbard,,1931,6
5020,gabriel,,517,7
5021,gabriela,,1907,6
5022,gaddafi,,1022,4
5023,gadhafi,,1855,4
5024,gaffe,,2060,6
5025,gaga,,1022,5
5026,gail,,16,6
5027,gain,,877,2
5028,gained,,1855,4
5029,gaining,,584,4
5030,gal,,70,5
5031,gala,,840,9
5032,gale,,278,8
5033,gallagher,,584,13
5034,gallon,,184,5
5035,gallup,,690,3
5036,gallupnews,,878,3
5037,gamble,,1022,9
5038,gambled,,487,6
5039,gambling,,1855,5
5040,game,,584,3
5041,gameanew,,1931,3
5042,gamecockmtm,,517,5
5043,gameexpress,,2072,4
5044,gaming,,1855,7
5045,gandolfini,,2185,5
5046,gang,,485,4
5047,gap,,2207,5
5048,gappistanradio,,888,5
5049,garbage,,879,2
5050,garc,,2251,5
5051,garcia,,236,12
5052,garden,,1967,6
5053,gardibates,,496,4
5054,gardner,,2235,6
5055,garner,,75,3
5056,garnett,,2207,6
5057,garrett,,1907,3
5058,garthdahdah,,1967,3
5059,gary,,893,6
5060,garybussey,,181,5
5061,garyplayer,,893,5
5062,gas,,184,6
5063,gasen,,2227,6
5064,gasoline,,880,2
5065,gasparino,,1951,7
5066,gate,,584,5
5067,gatekeeper,,1951,7
5068,gateway,,2081,6
5069,gatewaypundit,,236,3
5070,gather,,2109,8
5071,gathered,,144,6
5072,gathering,,1711,8
5073,gator,,103,6
5074,gauravk,,881,2
5075,gave,,882,2
5076,gavin,,505,4
5077,gavinnewsom,,883,5
5078,gawker,,451,5
5079,gay,,1800,7
5080,gayle,,147,4
5081,gaza,,190,4
5082,gazette,,451,7
5083,gcmorningdrive,,302,4
5084,gd,,884,2
5085,gdny,,278,5
5086,gdp,,521,4
5087,ge,,16,6
5088,gear,,1129,5
5089,gee,,885,2
5090,geebilz,,886,2
5091,gem,,2063,4
5092,gen,,311,6
5093,genaleenolin,,887,2
5094,gene,,278,3
5095,genelingerfelt,,729,4
5096,genemcvay,,2060,5
5097,general,,2178,6
5098,generally,,111,4
5099,generaltso,,2191,5
5100,generated,,888,7
5101,generation,,184,3
5102,generel,,28,6
5103,generic,,392,4
5104,generosity,,1855,5
5105,generous,,106,5
5106,genesimmons,,889,2
5107,genetic,,2120,11
5108,geneva,,106,4
5109,genflynn,,729,4
5110,genius,,584,3
5111,gentle,,729,4
5112,gentleman,,2157,7
5113,genuine,,890,3
5114,genuinely,,2227,4
5115,geo,,278,5
5116,geoff,,891,3
5117,geoffearle,,1855,6
5118,geomac,,70,4
5119,george,,111,4
5120,georgeokc,,892,3
5121,georgesnyc,,2063,9
5122,georgetakei,,130,4
5123,georgetown,,16,4
5124,georgewill,,189,6
5125,georgewillf,,1022,4
5126,georgia,,729,6
5127,geoscarborough,,496,4
5128,gerald,,893,5
5129,geraldo,,2056,4
5130,geraldorivera,,1958,10
5131,german,,189,3
5132,germany,,859,6
5133,gerriwillisfbn,,16,4
5134,gesture,,149,3
5135,get,,894,2
5136,getaway,,1129,7
5137,getter,,2109,6
5138,gettin,,2060,3
5139,getting,,895,2
5140,gettysburg,,98,3
5141,gfeorg,,896,3
5142,gfmete,,98,4
5143,gfuller,,302,3
5144,ghani,,584,4
5145,ghostbusters,,897,2
5146,ghosttoast,,16,3
5147,giant,,898,2
5148,gibbon,,1958,5
5149,gibbs,,2227,6
5150,gibson,,2155,7
5151,gift,,899,2
5152,gifted,,2072,4
5153,gig,,496,4
5154,gigantic,,2231,6
5155,gil,,2128,5
5156,gilbert,,167,9
5157,gill,,893,7
5158,gillespie,,2235,7
5159,gillibean,,278,7
5160,gillibrand,,2081,3
5161,gillum,,1022,7
5162,gilmore,,1855,3
5163,gimmick,,584,4
5164,gina,,888,6
5165,ginaandersonrn,,1958,5
5166,ginajargirl,,888,5
5167,gingrich,,559,4
5168,ginhay,,189,6
5169,ginsburg,,181,9
5170,girardi,,111,6
5171,girl,,900,2
5172,girlcant,,973,3
5173,girlfriend,,541,3
5174,gitmo,,600,9
5175,giudice,,130,5
5176,giulianarancic,,167,5
5177,giuliani,,1129,4
5178,giuseppe,,859,9
5179,giuseppeconteit,,859,7
5180,give,,901,2
5181,giveaway,,2063,4
5182,given,,902,2
5183,giving,,2128,3
5184,gjelajg,,16,4
5185,glad,,903,2
5186,gladly,,103,6
5187,glamour,,3,4
5188,glamourfairy,,904,2
5189,glasgow,,1855,4
5190,glass,,1022,6
5191,glen,,2109,10
5192,glenda,,909,3
5193,glendabelle,,2063,4
5194,glenfiddich,,2251,9
5195,glenn,,302,10
5196,glennbeck,,242,4
5197,glenninvestor,,1402,3
5198,glfop,,905,2
5199,glimpse,,16,5
5200,glistening,,1958,4
5201,global,,119,19
5202,globally,,188,7
5203,globalwarming,,2051,4
5204,globe,,1022,4
5205,globeandmail,,71,5
5206,globegazette,,2231,4
5207,gloria,,1800,6
5208,glorious,,2157,3
5209,glory,,58,5
5210,glove,,144,7
5211,glowing,,451,9
5212,glozee,,189,6
5213,gm,,189,10
5214,gma,,906,2
5215,gmail,,1022,5
5216,go,,907,2
5217,goal,,161,4
5218,goangelo,,2191,8
5219,goat,,130,6
5220,gochico,,1862,5
5221,god,,2056,4
5222,godbless,,16,6
5223,godchick,,908,2
5224,godspeed,,451,6
5225,goff,,909,3
5226,gohermie,,1969,4
5227,going,,910,2
5228,golan,,1855,9
5229,gold,,1855,4
5230,goldberg,,150,8
5231,goldberger,,2128,3
5232,golden,,1907,4
5233,goldenglobes,,16,3
5234,goldlist,,181,4
5235,goldman,,130,6
5236,goldwyn,,190,4
5237,golf,,16,11
5238,golfchannel,,1967,4
5239,golfdigest,,2017,6
5240,golfdigestau,,130,5
5241,golfdigestmag,,2056,6
5242,golfer,,1022,3
5243,golfing,,2128,4
5244,golfmagazine,,103,3
5245,golfmonthly,,1744,3
5246,golfswingshirt,,130,9
5247,golfweekmag,,1862,5
5248,golfworldus,,2128,13
5249,golsteyn,,2227,6
5250,gomitt,,28,3
5251,gone,,911,2
5252,gonna,,912,2
5253,gonzalo,,1969,6
5254,good,,71,3
5255,goodbqueen,,2227,6
5256,goodbye,,130,4
5257,goodell,,58,12
5258,goodlatte,,584,4
5259,goodness,,3,5
5260,goodwin,,188,4
5261,goody,,913,2
5262,goofy,,1956,12
5263,google,,1915,3
5264,gop,,98,6
5265,gopconvention,,1951,4
5266,gopdebate,,914,2
5267,gope,,1868,4
5268,gopleader,,28,5
5269,gopthinker,,1958,4
5270,gordon,,2017,4
5271,gore,,71,5
5272,gored,,181,6
5273,gorgeous,,2056,6
5274,gorka,,1749,4
5275,gorsuch,,181,6
5276,gosh,,2231,9
5277,gosselin,,1958,6
5278,gossip,,188,4
5279,got,,915,2
5280,gotcha,,71,9
5281,gotmade,,1119,3
5282,gotmyvote,,517,5
5283,gotrump,,311,5
5284,gotta,,521,3
5285,gotten,,916,2
5286,gotv,,2227,3
5287,gouging,,184,5
5288,gov,,917,2
5289,govabbott,,2109,3
5290,govbilllee,,729,5
5291,govbrewer,,150,5
5292,govchristie,,1304,3
5293,govern,,505,6
5294,governing,,167,7
5295,government,,918,2
5296,governor,,2129,7
5297,governorcorbett,,1907,5
5298,governorpataki,,893,5
5299,governorperry,,919,2
5300,governorsununu,,2227,5
5301,govkristinoem,,190,5
5302,govmikehuckabee,,2072,5
5303,govrondesantis,,1931,8
5304,govs,,1931,6
5305,govstitt,,2051,8
5306,govt,,920,2
5307,govtstheproblem,,422,4
5308,govwalker,,189,5
5309,gowdy,,584,9
5310,gown,,144,8
5311,gp,,893,4
5312,gpoch,,921,2
5313,gps,,2109,13
5314,gq,,922,2
5315,gqforbes,,1656,5
5316,gr,,70,5
5317,grab,,888,8
5318,grabbing,,888,8
5319,grace,,103,5
5320,gracious,,111,8
5321,grad,,2072,5
5322,grade,,98,3
5323,graduate,,2185,7
5324,graduated,,729,6
5325,graduating,,16,4
5326,graduation,,451,6
5327,graeme,,388,5
5328,graemereid,,467,4
5329,graemes,,1967,3
5330,graf,,150,7
5331,graham,,1931,6
5332,grahamledger,,1931,5
5333,grain,,1888,10
5334,grammar,,1468,3
5335,grammies,,106,3
5336,grammy,,2231,4
5337,grand,,1855,6
5338,grandaughter,,729,8
5339,grandchild,,111,6
5340,grandfather,,149,5
5341,grandkids,,2081,4
5342,grandmother,,75,9
5343,grandstander,,1931,6
5344,grandstanding,,584,9
5345,grangercampaign,,98,8
5346,granite,,2227,5
5347,grant,,1711,4
5348,granted,,75,8
5349,granting,,28,4
5350,grantwgates,,2056,7
5351,grape,,1967,7
5352,graphic,,179,3
5353,grassley,,1951,4
5354,grassroots,,184,4
5355,grateful,,103,3
5356,gratification,,2060,5
5357,gratifying,,767,3
5358,gratitude,,2178,6
5359,grave,,150,6
5360,gravis,,487,8
5361,gravismarketing,,28,6
5362,gravitas,,923,2
5363,gravity,,181,7
5364,gravy,,70,5
5365,gray,,58,9
5366,graydon,,496,12
5367,grayson,,1931,4
5368,grazed,,417,5
5369,great,,924,2
5370,greater,,925,2
5371,greatest,,926,2
5372,greatly,,927,2
5373,greatness,,2037,3
5374,greece,,859,7
5375,greedy,,467,5
5376,greek,,928,2
5377,greeley,,2207,7
5378,green,,729,5
5379,greenberg,,302,7
5380,greenblatt,,1888,3
5381,greenbrier,,2235,7
5382,greenland,,95,3
5383,greensboro,,119,5
5384,greenville,,416,4
5385,greet,,2227,6
5386,greeted,,2227,9
5387,greeting,,1711,9
5388,greg,,119,5
5389,gregabbott,,2064,5
5390,gregens,,1711,7
5391,gregformontana,,278,8
5392,gregg,,161,7
5393,greggjarrett,,2109,5
5394,greggutfeld,,2056,4
5395,greggutfeldshow,,2056,4
5396,gregory,,2036,4
5397,gregwallace,,2157,7
5398,greigaspinall,,130,4
5399,greta,,58,8
5400,gretawire,,929,2
5401,gretchen,,584,4
5402,gretchencarlson,,28,6
5403,gretzky,,98,5
5404,grew,,521,4
5405,grey,,16,5
5406,grid,,2129,7
5407,gridlock,,930,2
5408,grief,,496,9
5409,grievance,,2185,7
5410,grieve,,2051,4
5411,grieving,,3,9
5412,griffin,,1969,7
5413,grill,,149,6
5414,grime,,849,5
5415,grindingdude,,422,3
5416,grip,,2081,4
5417,grit,,1862,3
5418,gross,,729,4
5419,grossly,,2051,5
5420,grotesque,,392,6
5421,ground,,58,3
5422,groundbreaking,,181,6
5423,grounded,,485,4
5424,group,,931,2
5425,groveling,,2178,4
